test_name,section,module,question_number,question_type,correct_answer,passage,question_stem,choice_A,choice_B,choice_C,choice_D,key
sat-practice-test-7-digital,Reading and Writing,1,18,Multiple Choice,D,"To address the susceptibility of materials used in components of high-performance machinery, such as aircraft engines, to creep (deformation that is induced by persistent mechanical stress and that often occurs at elevated temperatures), materials researchers have developed silicon carbide (SiC) fibers for producing aerospace composites. Testing the thermomechanical properties of several commercially available SiC fibers, Ramakrishna T. Bhatt et al. found that in comparison with two polymer-derived SiC fibers, a nitrogen-treated SiC fiber exhibited a lower minimum creep rate, a measure of the rate at which a stress-exposed material deforms at a constant temperature and uniaxial load. The finding suggests that _______",Which choice most logically completes the text?,"unlike the two polymer-derived SiC fibers, the nitrogen-treated SiC fiber can substantially inhibit creep, provided that temperatures and loads are consistent.","the two polymer-derived SiC fibers likely hold similar potential for reducing the creep resistance of materials exposed to stress and elevated temperatures, thus prolonging the life span of aerospace machinery.",composites based on the two polymer-derived SiC fibers have chemical properties that may improve the mechanical and thermal stability of aerospace equipment to a greater extent than do composites based on the nitrogen-treated SiC fiber.,aerospace composites containing the nitrogen-treated SiC fiber may have the ability to withstand mechanical stress for a longer period of time than can aerospace composites containing either of the two polymer-derived SiC fibers. odule,sat-practice-test-7-digital__Reading_and_Writing__1__18
sat-practice-test-7-digital,Reading and Writing,1,19,Multiple Choice,A,"One of the earliest known maps is a Babylonian clay tablet thought to be almost 4,500 years old. The map _______ the area of a plot of land, shows a river valley, and includes the cardinal directions.",Which choice completes the text so that it conforms to the conventions of Standard English?,describes,describe,have described,are describing,sat-practice-test-7-digital__Reading_and_Writing__1__19
sat-practice-test-7-digital,Reading and Writing,1,20,Multiple Choice,D,"Eighteen letters written by Louisa May Alcott, author of the popular novel Little Women(1868), can be found at the New York Historical Society. _______ letters demonstrate Alcott’s keen business sense in her interactions with publishers.",Which choice completes the text so that it conforms to the conventions of Standard English?,One,That,This,These,sat-practice-test-7-digital__Reading_and_Writing__1__20
sat-practice-test-7-digital,Reading and Writing,1,21,Multiple Choice,D,"The Dust Bowl was a period of severe drought that plagued the Great Plains of the US during the 1930s. During this time, dust storms _______ over 100 million acres of land. They even reached as far east as New York City.",Which choice completes the text so that it conforms to the conventions of Standard English?,are affecting,will have affected,will affect,affected,sat-practice-test-7-digital__Reading_and_Writing__1__21
sat-practice-test-7-digital,Reading and Writing,1,22,Multiple Choice,C,- - - - - - - ~ Many mechanical calculators were powered by a notched cylinder mechanism called the Leibniz wheel. Leibniz wheel calculators were popular in the first half of the twentieth _______ these ingenious devices were eventually replaced by electronic calculators.,Which choice completes the text so that it conforms to the conventions of Standard English?,century,"century,","century, but",century that,sat-practice-test-7-digital__Reading_and_Writing__1__22
sat-practice-test-7-digital,Reading and Writing,1,23,Multiple Choice,C,"- - - - - - - ~ Featuring jagged peaks of black ink surrounded by hazy swirls of blue and green paint, Zhang Daqian’s 1983 painting Panorama of Mount Luis inspired by the tradition of qinglü shanshui, a type of Chinese landscape painting _______ by the use of blue and green hues to depict ethereal, otherworldly landscapes.",Which choice completes the text so that it conforms to the conventions of Standard English?,has been characterized,will be characterized,characterized,is characterized Mo,sat-practice-test-7-digital__Reading_and_Writing__1__23
sat-practice-test-7-digital,Reading and Writing,1,24,Multiple Choice,A,"Increasing the heat on an uncovered boiling pot of water does not increase the temperature of the water. What increases is the rate at which the water turns to _______ a pressure cooker pot, though, an airtight seal traps the vapor in the pot, creating pressure that allows the temperature of the water to increase past its boiling point.",Which choice completes the text so that it conforms to the conventions of Standard English?,vapor. With,vapor with,"vapor, with",vapor and with,sat-practice-test-7-digital__Reading_and_Writing__1__24
sat-practice-test-7-digital,Reading and Writing,1,25,Multiple Choice,D,"Wanting to celebrate the 100th anniversary of the Alaska Purchase, _______ up with a motto that best captured the state’s unique character. The commission selected “North to the Future,” submitted by Juneau journalist Richard Peter, as its winning entry.",Which choice completes the text so that it conforms to the conventions of Standard English?,a contest sponsored by the Alaska Centennial Commission would award $300 to an individual who came,an award of $300 would go to an individual in a contest sponsored by the Alaska Centennial Commission for coming,$300 would be awarded to an individual by the Alaska Centennial Commission in a contest for coming,the Alaska Centennial Commission sponsored a contest that would award $300 to an individual who came,sat-practice-test-7-digital__Reading_and_Writing__1__25
sat-practice-test-7-digital,Reading and Writing,1,26,Multiple Choice,D,"Recently unearthed Neronian tools in France dating to 54,000 years ago and attributed to Homo sapiens may provide evidence that interactions between Neanderthals and modern humans occurred 10,000 years earlier than was previously _______ finding that, if true, would overturn current theories about H. sapiensmigration during the Upper Paleolithic.",Which choice completes the text so that it conforms to the conventions of Standard English?,supposed; a,supposed. A,supposed a,"supposed, a",sat-practice-test-7-digital__Reading_and_Writing__1__26
sat-practice-test-7-digital,Reading and Writing,1,27,Multiple Choice,A,Guard cells are specialized cells that are part of a plant’s pores. These cells help regulate the amount of carbon dioxide a plant takes in. _______ they help regulate a plant’s water loss.,Which choice completes the text with the most logical transition?,"Additionally,","Previously,","In conclusion,","Instead, odule",sat-practice-test-7-digital__Reading_and_Writing__1__27
sat-practice-test-7-digital,Reading and Writing,1,28,Multiple Choice,D,"While researching a topic, a student has taken the following notes: • Angana Chaudhuri is a scientist. • Chaudhuri studies sedimentary rocks. • A scientist who studies sedimentary rocks is called a sedimentologist. • Shale, chalk, and sandstone are examples of sedimentary rocks. The student wants to identify what type of scientist",Chaudhuri is. Which choice most effectively uses relevant information from the notes to accomplish this goal?,Chalk is a type of sedimentary rock.,"Some scientists study shale, chalk, and sandstone.",There are scientists who study sedimentary rocks.,Chaudhuri is a sedimentologist.,sat-practice-test-7-digital__Reading_and_Writing__1__28
sat-practice-test-7-digital,Reading and Writing,1,29,Multiple Choice,A,"While researching a topic, a student has taken the following notes: • “Raymond’s Run” is a short story. • It was written by African American author Toni Cade Bambara. • It was first published in her book Gorilla, My Love in 1972. • It is told from a first person perspective. • It takes place in Harlem. The student wants to indicate where the short story",takes place. Which choice most effectively uses relevant information from the notes to accomplish this goal?,“Raymond’s Run” takes place in Harlem.,"“Raymond’s Run” was published in Gorilla, My Love.",“Raymond’s Run” is told from a first person perspective.,“Raymond’s Run” was written by Toni Cade Bambara. Mo,sat-practice-test-7-digital__Reading_and_Writing__1__29
sat-practice-test-7-digital,Reading and Writing,1,30,Multiple Choice,C,"While researching a topic, a student has taken the following notes: • The Royal Alcázar of Seville is a historic royal palace in Andalucía, Spain. • The palace is famous for its intricate tilework. • The palace features majolica and arista tiles. • In the majolica style, designs are painted directly on the ceramic tiles. • In the arista style, designs are stamped into the ceramic tiles. The student wants to contrast the two styles of tiles.",Which choice most effectively uses relevant information from the notes to accomplish this goal?,"Tiles in the majolica and arista styles can be found in the Royal Alcázar of Seville in Andalucía, Spain.","Featuring tiles in the majolica and arista styles, the Royal Alcázar of Seville in Spain is famous for its intricate tilework.","In the arista style, designs are stamped into the ceramic tiles, whereas in the majolica style, the designs are painted directly on them.","Among the famous tilework of the Royal Alcázar of Seville are majolica style tiles, made by painting designs directly on the ceramic tiles.",sat-practice-test-7-digital__Reading_and_Writing__1__30
